quality_id,line_id,measurement_date,total_produced,passed_inspection,failed_inspection,first_pass_yield,rework_count,scrap_count,created_date
49,9,2024-01-03,213,207,6,97.18,3,3,2024-01-03 00:00:00
50,10,2024-01-03,499,459,40,91.98,20,13,2024-01-03 00:00:00
51,11,2024-01-03,661,637,24,96.37,7,9,2024-01-03 00:00:00
52,12,2024-01-03,186,183,3,98.39,3,1,2024-01-03 00:00:00
53,13,2024-01-03,479,456,23,95.2,12,7,2024-01-03 00:00:00
54,14,2024-01-03,905,888,17,98.12,14,6,2024-01-03 00:00:00
55,15,2024-01-03,481,471,10,97.92,6,3,2024-01-03 00:00:00
56,16,2024-01-03,510,502,8,98.43,7,3,2024-01-03 00:00:00
57,17,2024-01-03,147,141,6,95.92,1,0,2024-01-03 00:00:00
58,18,2024-01-03,612,593,19,96.9,10,2,2024-01-03 00:00:00
59,19,2024-01-03,700,666,34,95.14,21,10,2024-01-03 00:00:00
60,20,2024-01-03,289,267,22,92.39,11,0,2024-01-03 00:00:00
61,1,2024-01-04,394,379,15,96.19,15,2,2024-01-04 00:00:00
62,2,2024-01-04,707,680,27,96.18,15,2,2024-01-04 00:00:00
63,3,2024-01-04,579,548,31,94.65,17,4,2024-01-04 00:00:00
64,4,2024-01-04,270,248,22,91.85,2,10,2024-01-04 00:00:00
65,5,2024-01-04,816,784,32,96.08,2,13,2024-01-04 00:00:00
66,6,2024-01-04,721,672,49,93.2,34,14,2024-01-04 00:00:00
67,7,2024-01-04,902,875,27,97.01,20,8,2024-01-04 00:00:00
68,8,2024-01-04,542,530,12,97.79,4,0,2024-01-04 00:00:00
69,9,2024-01-04,163,154,9,94.48,7,1,2024-01-04 00:00:00
70,10,2024-01-04,412,391,21,94.9,13,3,2024-01-04 00:00:00
71,11,2024-01-04,698,644,54,92.26,10,25,2024-01-04 00:00:00
72,12,2024-01-04,987,914,73,92.6,31,3,2024-01-04 00:00:00
73,13,2024-01-04,298,276,22,92.62,22,3,2024-01-04 00:00:00
74,14,2024-01-04,680,667,13,98.09,3,1,2024-01-04 00:00:00
75,15,2024-01-04,940,866,74,92.13,10,6,2024-01-04 00:00:00
76,16,2024-01-04,214,209,5,97.66,4,1,2024-01-04 00:00:00
77,17,2024-01-04,784,722,62,92.09,22,16,2024-01-04 00:00:00
78,18,2024-01-04,613,588,25,95.92,10,8,2024-01-04 00:00:00
79,19,2024-01-04,610,575,35,94.26,8,9,2024-01-04 00:00:00
80,20,2024-01-04,464,432,32,93.1,25,3,2024-01-04 00:00:00
81,1,2024-01-05,451,417,34,92.46,12,13,2024-01-05 00:00:00
82,2,2024-01-05,723,689,34,95.3,16,11,2024-01-05 00:00:00
83,3,2024-01-05,565,549,16,97.17,16,3,2024-01-05 00:00:00
84,4,2024-01-05,424,392,32,92.45,28,6,2024-01-05 00:00:00
85,5,2024-01-05,765,732,33,95.69,5,7,2024-01-05 00:00:00
86,6,2024-01-05,436,412,24,94.5,12,6,2024-01-05 00:00:00
87,7,2024-01-05,732,697,35,95.22,15,6,2024-01-05 00:00:00
88,8,2024-01-05,927,911,16,98.27,11,8,2024-01-05 00:00:00
89,9,2024-01-05,547,530,17,96.89,2,7,2024-01-05 00:00:00
90,10,2024-01-05,769,738,31,95.97,9,10,2024-01-05 00:00:00
91,11,2024-01-05,798,757,41,94.86,2,3,2024-01-05 00:00:00
92,12,2024-01-05,714,689,25,96.5,18,1,2024-01-05 00:00:00
93,13,2024-01-05,893,876,17,98.1,13,2,2024-01-05 00:00:00
94,14,2024-01-05,370,364,6,98.38,4,2,2024-01-05 00:00:00
95,15,2024-01-05,749,715,34,95.46,10,6,2024-01-05 00:00:00
96,16,2024-01-05,502,492,10,98.01,10,4,2024-01-05 00:00:00
97,17,2024-01-05,390,362,28,92.82,16,13,2024-01-05 00:00:00
98,18,2024-01-05,470,461,9,98.09,7,4,2024-01-05 00:00:00
99,19,2024-01-05,568,530,38,93.31,30,18,2024-01-05 00:00:00
100,20,2024-01-05,844,829,15,98.22,1,1,2024-01-05 00:00:00
101,1,2024-01-06,932,918,14,98.5,2,7,2024-01-06 00:00:00
102,2,2024-01-06,932,862,70,92.49,7,20,2024-01-06 00:00:00
103,3,2024-01-06,976,950,26,97.34,21,13,2024-01-06 00:00:00
104,4,2024-01-06,230,226,4,98.26,1,2,2024-01-06 00:00:00
105,5,2024-01-06,776,740,36,95.36,6,4,2024-01-06 00:00:00
106,6,2024-01-06,227,222,5,97.8,2,2,2024-01-06 00:00:00
107,7,2024-01-06,177,170,7,96.05,4,2,2024-01-06 00:00:00
108,8,2024-01-06,848,830,18,97.88,5,4,2024-01-06 00:00:00
109,9,2024-01-06,935,929,6,99.36,2,3,2024-01-06 00:00:00
110,10,2024-01-06,805,751,54,93.29,2,3,2024-01-06 00:00:00
111,11,2024-01-06,500,472,28,94.4,13,3,2024-01-06 00:00:00
112,12,2024-01-06,747,731,16,97.86,6,5,2024-01-06 00:00:00
113,13,2024-01-06,137,131,6,95.62,2,1,2024-01-06 00:00:00
114,14,2024-01-06,849,789,60,92.93,8,10,2024-01-06 00:00:00
115,15,2024-01-06,346,335,11,96.82,1,2,2024-01-06 00:00:00
116,16,2024-01-06,114,106,8,92.98,7,2,2024-01-06 00:00:00
117,17,2024-01-06,420,416,4,99.05,4,2,2024-01-06 00:00:00
118,18,2024-01-06,958,901,57,94.05,43,8,2024-01-06 00:00:00
119,19,2024-01-06,263,243,20,92.4,9,8,2024-01-06 00:00:00
120,20,2024-01-06,404,377,27,93.32,11,0,2024-01-06 00:00:00
121,1,2024-01-07,599,563,36,93.99,0,6,2024-01-07 00:00:00
122,2,2024-01-07,855,842,13,98.48,2,4,2024-01-07 00:00:00
123,3,2024-01-07,155,152,3,98.06,3,0,2024-01-07 00:00:00
124,4,2024-01-07,243,228,15,93.83,0,4,2024-01-07 00:00:00
125,5,2024-01-07,906,847,59,93.49,1,29,2024-01-07 00:00:00
126,6,2024-01-07,734,675,59,91.96,30,3,2024-01-07 00:00:00
127,7,2024-01-07,785,755,30,96.18,7,10,2024-01-07 00:00:00
128,8,2024-01-07,819,795,24,97.07,4,12,2024-01-07 00:00:00
129,9,2024-01-07,990,947,43,95.66,40,20,2024-01-07 00:00:00
130,10,2024-01-07,325,310,15,95.38,11,5,2024-01-07 00:00:00
131,11,2024-01-07,363,345,18,95.04,2,7,2024-01-07 00:00:00
132,12,2024-01-07,230,219,11,95.22,7,1,2024-01-07 00:00:00
133,13,2024-01-07,445,420,25,94.38,17,1,2024-01-07 00:00:00
134,14,2024-01-07,395,377,18,95.44,3,2,2024-01-07 00:00:00
135,15,2024-01-07,498,473,25,94.98,3,5,2024-01-07 00:00:00
136,16,2024-01-07,799,749,50,93.74,13,25,2024-01-07 00:00:00
137,17,2024-01-07,890,857,33,96.29,8,8,2024-01-07 00:00:00
138,18,2024-01-07,283,270,13,95.41,0,6,2024-01-07 00:00:00
139,19,2024-01-07,242,240,2,99.17,1,0,2024-01-07 00:00:00
140,20,2024-01-07,757,702,55,92.73,16,26,2024-01-07 00:00:00
141,1,2024-01-08,974,912,62,93.63,15,3,2024-01-08 00:00:00
142,2,2024-01-08,547,509,38,93.05,34,19,2024-01-08 00:00:00
143,3,2024-01-08,759,748,11,98.55,8,1,2024-01-08 00:00:00
144,4,2024-01-08,394,386,8,97.97,7,1,2024-01-08 00:00:00
145,5,2024-01-08,320,311,9,97.19,9,0,2024-01-08 00:00:00
146,6,2024-01-08,951,884,67,92.95,5,14,2024-01-08 00:00:00
147,7,2024-01-08,560,553,7,98.75,1,1,2024-01-08 00:00:00
148,8,2024-01-08,552,522,30,94.57,7,11,2024-01-08 00:00:00
149,9,2024-01-08,422,402,20,95.26,2,4,2024-01-08 00:00:00
150,10,2024-01-08,921,859,62,93.27,50,5,2024-01-08 00:00:00
151,11,2024-01-08,531,525,6,98.87,1,1,2024-01-08 00:00:00
152,12,2024-01-08,134,131,3,97.76,3,1,2024-01-08 00:00:00
153,13,2024-01-08,712,659,53,92.56,0,22,2024-01-08 00:00:00
154,14,2024-01-08,382,375,7,98.17,3,3,2024-01-08 00:00:00
155,15,2024-01-08,357,351,6,98.32,3,2,2024-01-08 00:00:00
156,16,2024-01-08,397,372,25,93.7,5,11,2024-01-08 00:00:00
157,17,2024-01-08,896,862,34,96.21,26,2,2024-01-08 00:00:00
158,18,2024-01-08,358,333,25,93.02,22,12,2024-01-08 00:00:00
159,19,2024-01-08,824,758,66,91.99,7,29,2024-01-08 00:00:00
160,20,2024-01-08,744,692,52,93.01,28,12,2024-01-08 00:00:00
161,1,2024-01-09,835,799,36,95.69,20,5,2024-01-09 00:00:00
162,2,2024-01-09,572,548,24,95.8,20,8,2024-01-09 00:00:00
163,3,2024-01-09,556,549,7,98.74,5,3,2024-01-09 00:00:00
164,4,2024-01-09,208,192,16,92.31,6,3,2024-01-09 00:00:00
165,5,2024-01-09,653,637,16,97.55,6,0,2024-01-09 00:00:00
166,6,2024-01-09,114,105,9,92.11,0,0,2024-01-09 00:00:00
167,7,2024-01-09,781,743,38,95.13,8,10,2024-01-09 00:00:00
168,8,2024-01-09,626,610,16,97.44,13,7,2024-01-09 00:00:00
169,9,2024-01-09,556,548,8,98.56,4,3,2024-01-09 00:00:00
170,10,2024-01-09,478,459,19,96.03,3,7,2024-01-09 00:00:00
171,11,2024-01-09,269,258,11,95.91,4,3,2024-01-09 00:00:00
172,12,2024-01-09,769,709,60,92.2,18,8,2024-01-09 00:00:00
173,13,2024-01-09,922,877,45,95.12,13,7,2024-01-09 00:00:00
174,14,2024-01-09,288,280,8,97.22,6,2,2024-01-09 00:00:00
175,15,2024-01-09,764,748,16,97.91,13,8,2024-01-09 00:00:00
176,16,2024-01-09,391,387,4,98.98,0,1,2024-01-09 00:00:00
177,17,2024-01-09,403,393,10,97.52,3,2,2024-01-09 00:00:00
178,18,2024-01-09,223,212,11,95.07,7,1,2024-01-09 00:00:00
179,19,2024-01-09,421,418,3,99.29,0,1,2024-01-09 00:00:00
180,20,2024-01-09,210,205,5,97.62,3,1,2024-01-09 00:00:00
181,1,2024-01-10,682,661,21,96.92,11,9,2024-01-10 00:00:00
182,2,2024-01-10,469,463,6,98.72,3,2,2024-01-10 00:00:00
183,3,2024-01-10,908,863,45,95.04,2,20,2024-01-10 00:00:00
184,4,2024-01-10,887,877,10,98.87,3,5,2024-01-10 00:00:00
185,5,2024-01-10,324,308,16,95.06,10,2,2024-01-10 00:00:00
186,6,2024-01-10,286,275,11,96.15,6,5,2024-01-10 00:00:00
187,7,2024-01-10,378,362,16,95.77,4,1,2024-01-10 00:00:00
188,8,2024-01-10,108,103,5,95.37,1,0,2024-01-10 00:00:00
189,9,2024-01-10,433,401,32,92.61,16,10,2024-01-10 00:00:00
190,10,2024-01-10,461,440,21,95.44,18,10,2024-01-10 00:00:00
191,11,2024-01-10,477,468,9,98.11,3,3,2024-01-10 00:00:00
192,12,2024-01-10,756,702,54,92.86,31,12,2024-01-10 00:00:00
193,13,2024-01-10,523,482,41,92.16,4,9,2024-01-10 00:00:00
194,14,2024-01-10,247,244,3,98.79,2,0,2024-01-10 00:00:00
195,15,2024-01-10,158,147,11,93.04,7,0,2024-01-10 00:00:00
196,16,2024-01-10,658,609,49,92.55,31,4,2024-01-10 00:00:00
197,17,2024-01-10,283,272,11,96.11,2,0,2024-01-10 00:00:00
198,18,2024-01-10,116,112,4,96.55,1,1,2024-01-10 00:00:00
199,19,2024-01-10,753,735,18,97.61,9,3,2024-01-10 00:00:00
200,20,2024-01-10,720,670,50,93.06,38,20,2024-01-10 00:00:00
201,1,2024-01-11,478,440,38,92.05,19,18,2024-01-11 00:00:00
202,2,2024-01-11,503,496,7,98.61,4,0,2024-01-11 00:00:00
203,3,2024-01-11,571,559,12,97.9,10,5,2024-01-11 00:00:00
204,4,2024-01-11,783,755,28,96.42,10,3,2024-01-11 00:00:00
205,5,2024-01-11,717,662,55,92.33,34,14,2024-01-11 00:00:00
206,6,2024-01-11,651,644,7,98.92,4,3,2024-01-11 00:00:00
207,7,2024-01-11,512,488,24,95.31,19,0,2024-01-11 00:00:00
208,8,2024-01-11,151,149,2,98.68,1,0,2024-01-11 00:00:00
209,9,2024-01-11,418,394,24,94.26,13,6,2024-01-11 00:00:00
210,10,2024-01-11,486,469,17,96.5,17,3,2024-01-11 00:00:00
211,11,2024-01-11,541,535,6,98.89,6,0,2024-01-11 00:00:00
212,12,2024-01-11,796,790,6,99.25,5,2,2024-01-11 00:00:00
213,13,2024-01-11,315,302,13,95.87,8,1,2024-01-11 00:00:00
214,14,2024-01-11,999,970,29,97.1,11,14,2024-01-11 00:00:00
215,15,2024-01-11,846,779,67,92.08,41,21,2024-01-11 00:00:00
216,16,2024-01-11,693,646,47,93.22,40,13,2024-01-11 00:00:00
217,17,2024-01-11,269,258,11,95.91,2,3,2024-01-11 00:00:00
218,18,2024-01-11,489,470,19,96.11,4,3,2024-01-11 00:00:00
219,19,2024-01-11,926,915,11,98.81,2,2,2024-01-11 00:00:00
220,20,2024-01-11,558,544,14,97.49,2,7,2024-01-11 00:00:00
221,1,2024-01-12,350,338,12,96.57,4,5,2024-01-12 00:00:00
222,2,2024-01-12,947,933,14,98.52,14,2,2024-01-12 00:00:00
223,3,2024-01-12,584,579,5,99.14,5,2,2024-01-12 00:00:00
224,4,2024-01-12,376,359,17,95.48,6,3,2024-01-12 00:00:00
225,5,2024-01-12,359,347,12,96.66,6,3,2024-01-12 00:00:00
226,6,2024-01-12,507,470,37,92.7,22,3,2024-01-12 00:00:00
227,7,2024-01-12,405,390,15,96.3,12,1,2024-01-12 00:00:00
228,8,2024-01-12,659,608,51,92.26,24,16,2024-01-12 00:00:00
229,9,2024-01-12,505,470,35,93.07,35,12,2024-01-12 00:00:00
230,10,2024-01-12,875,853,22,97.49,16,11,2024-01-12 00:00:00
231,11,2024-01-12,634,628,6,99.05,4,1,2024-01-12 00:00:00
232,12,2024-01-12,378,375,3,99.21,2,0,2024-01-12 00:00:00
233,13,2024-01-12,872,818,54,93.81,50,24,2024-01-12 00:00:00
234,14,2024-01-12,765,742,23,96.99,19,5,2024-01-12 00:00:00
235,15,2024-01-12,185,177,8,95.68,6,4,2024-01-12 00:00:00
236,16,2024-01-12,824,778,46,94.42,5,7,2024-01-12 00:00:00
237,17,2024-01-12,783,737,46,94.13,3,17,2024-01-12 00:00:00
238,18,2024-01-12,653,611,42,93.57,41,7,2024-01-12 00:00:00
239,19,2024-01-12,989,917,72,92.72,31,34,2024-01-12 00:00:00
240,20,2024-01-12,128,118,10,92.19,9,5,2024-01-12 00:00:00
241,1,2024-01-13,295,277,18,93.9,13,9,2024-01-13 00:00:00
242,2,2024-01-13,169,165,4,97.63,1,1,2024-01-13 00:00:00
243,3,2024-01-13,605,583,22,96.36,7,10,2024-01-13 00:00:00
244,4,2024-01-13,724,696,28,96.13,0,1,2024-01-13 00:00:00
245,5,2024-01-13,894,867,27,96.98,5,2,2024-01-13 00:00:00
246,6,2024-01-13,918,846,72,92.16,49,13,2024-01-13 00:00:00
247,7,2024-01-13,198,189,9,95.45,5,1,2024-01-13 00:00:00
248,8,2024-01-13,131,120,11,91.6,2,1,2024-01-13 00:00:00
249,9,2024-01-13,693,642,51,92.64,9,6,2024-01-13 00:00:00
250,10,2024-01-13,174,172,2,98.85,0,1,2024-01-13 00:00:00
251,11,2024-01-13,752,734,18,97.61,6,1,2024-01-13 00:00:00
252,12,2024-01-13,398,389,9,97.74,9,4,2024-01-13 00:00:00
253,13,2024-01-13,281,260,21,92.53,15,0,2024-01-13 00:00:00
254,14,2024-01-13,287,269,18,93.73,17,9,2024-01-13 00:00:00
255,15,2024-01-13,536,512,24,95.52,1,1,2024-01-13 00:00:00
256,16,2024-01-13,287,277,10,96.52,9,0,2024-01-13 00:00:00
257,17,2024-01-13,968,959,9,99.07,1,3,2024-01-13 00:00:00
258,18,2024-01-13,597,577,20,96.65,12,9,2024-01-13 00:00:00
259,19,2024-01-13,814,790,24,97.05,0,11,2024-01-13 00:00:00
260,20,2024-01-13,105,102,3,97.14,0,1,2024-01-13 00:00:00
261,1,2024-01-14,485,477,8,98.35,3,1,2024-01-14 00:00:00
262,2,2024-01-14,401,394,7,98.25,3,2,2024-01-14 00:00:00
263,3,2024-01-14,323,316,7,97.83,7,0,2024-01-14 00:00:00
264,4,2024-01-14,481,475,6,98.75,2,2,2024-01-14 00:00:00
265,5,2024-01-14,836,800,36,95.69,27,3,2024-01-14 00:00:00
266,6,2024-01-14,216,206,10,95.37,10,0,2024-01-14 00:00:00
267,7,2024-01-14,832,808,24,97.12,14,0,2024-01-14 00:00:00
268,8,2024-01-14,236,225,11,95.34,8,1,2024-01-14 00:00:00
269,9,2024-01-14,133,130,3,97.74,0,0,2024-01-14 00:00:00
270,10,2024-01-14,738,692,46,93.77,46,23,2024-01-14 00:00:00
271,11,2024-01-14,632,581,51,91.93,34,23,2024-01-14 00:00:00
272,12,2024-01-14,306,288,18,94.12,18,1,2024-01-14 00:00:00
273,13,2024-01-14,283,278,5,98.23,1,0,2024-01-14 00:00:00
274,14,2024-01-14,489,474,15,96.93,0,0,2024-01-14 00:00:00
275,15,2024-01-14,483,475,8,98.34,3,1,2024-01-14 00:00:00
276,16,2024-01-14,371,360,11,97.04,8,1,2024-01-14 00:00:00
277,17,2024-01-14,242,235,7,97.11,5,1,2024-01-14 00:00:00
278,18,2024-01-14,828,789,39,95.29,10,11,2024-01-14 00:00:00
279,19,2024-01-14,251,243,8,96.81,0,1,2024-01-14 00:00:00
280,20,2024-01-14,190,177,13,93.16,1,3,2024-01-14 00:00:00
281,1,2024-01-15,578,556,22,96.19,9,2,2024-01-15 00:00:00
282,2,2024-01-15,641,635,6,99.06,5,1,2024-01-15 00:00:00
283,3,2024-01-15,271,267,4,98.52,3,2,2024-01-15 00:00:00
284,4,2024-01-15,127,117,10,92.13,1,3,2024-01-15 00:00:00
285,5,2024-01-15,556,532,24,95.68,3,12,2024-01-15 00:00:00
286,6,2024-01-15,543,539,4,99.26,3,2,2024-01-15 00:00:00
287,7,2024-01-15,649,617,32,95.07,8,0,2024-01-15 00:00:00
288,8,2024-01-15,283,267,16,94.35,10,3,2024-01-15 00:00:00
289,9,2024-01-15,619,587,32,94.83,16,5,2024-01-15 00:00:00
290,10,2024-01-15,542,516,26,95.2,24,0,2024-01-15 00:00:00
291,11,2024-01-15,274,255,19,93.07,19,9,2024-01-15 00:00:00
292,12,2024-01-15,406,376,30,92.61,21,10,2024-01-15 00:00:00
293,13,2024-01-15,313,303,10,96.81,0,2,2024-01-15 00:00:00
294,14,2024-01-15,789,726,63,92.02,25,4,2024-01-15 00:00:00
295,15,2024-01-15,722,692,30,95.84,24,2,2024-01-15 00:00:00
296,16,2024-01-15,162,157,5,96.91,0,1,2024-01-15 00:00:00
297,17,2024-01-15,430,421,9,97.91,0,4,2024-01-15 00:00:00
298,18,2024-01-15,365,349,16,95.62,5,8,2024-01-15 00:00:00
299,19,2024-01-15,398,378,20,94.97,15,7,2024-01-15 00:00:00
300,20,2024-01-15,163,152,11,93.25,7,4,2024-01-15 00:00:00
301,1,2024-01-16,356,339,17,95.22,15,0,2024-01-16 00:00:00
302,2,2024-01-16,851,783,68,92.01,29,1,2024-01-16 00:00:00
303,3,2024-01-16,766,730,36,95.3,17,9,2024-01-16 00:00:00
304,4,2024-01-16,950,876,74,92.21,65,14,2024-01-16 00:00:00
305,5,2024-01-16,429,405,24,94.41,0,1,2024-01-16 00:00:00
306,6,2024-01-16,609,601,8,98.69,7,1,2024-01-16 00:00:00
307,7,2024-01-16,565,546,19,96.64,14,3,2024-01-16 00:00:00
308,8,2024-01-16,842,783,59,92.99,11,18,2024-01-16 00:00:00
309,9,2024-01-16,126,117,9,92.86,8,1,2024-01-16 00:00:00
310,10,2024-01-16,233,214,19,91.85,3,1,2024-01-16 00:00:00
311,11,2024-01-16,869,809,60,93.1,52,6,2024-01-16 00:00:00
312,12,2024-01-16,361,332,29,91.97,28,3,2024-01-16 00:00:00
313,13,2024-01-16,970,920,50,94.85,1,2,2024-01-16 00:00:00
314,14,2024-01-16,732,706,26,96.45,11,0,2024-01-16 00:00:00
315,15,2024-01-16,283,266,17,93.99,12,5,2024-01-16 00:00:00
316,16,2024-01-16,165,152,13,92.12,7,5,2024-01-16 00:00:00
317,17,2024-01-16,830,815,15,98.19,15,1,2024-01-16 00:00:00
318,18,2024-01-16,836,774,62,92.58,3,25,2024-01-16 00:00:00
319,19,2024-01-16,378,363,15,96.03,14,6,2024-01-16 00:00:00
320,20,2024-01-16,622,598,24,96.14,6,10,2024-01-16 00:00:00
321,1,2024-01-17,773,716,57,92.63,57,25,2024-01-17 00:00:00
322,2,2024-01-17,912,856,56,93.86,3,14,2024-01-17 00:00:00
323,3,2024-01-17,855,828,27,96.84,0,4,2024-01-17 00:00:00
324,4,2024-01-17,749,705,44,94.13,43,2,2024-01-17 00:00:00
325,5,2024-01-17,352,338,14,96.02,10,1,2024-01-17 00:00:00
326,6,2024-01-17,691,638,53,92.33,7,3,2024-01-17 00:00:00
327,7,2024-01-17,871,863,8,99.08,4,2,2024-01-17 00:00:00
328,8,2024-01-17,815,774,41,94.97,25,14,2024-01-17 00:00:00
329,9,2024-01-17,549,522,27,95.08,2,9,2024-01-17 00:00:00
330,10,2024-01-17,981,927,54,94.5,17,18,2024-01-17 00:00:00
331,11,2024-01-17,508,495,13,97.44,1,3,2024-01-17 00:00:00
332,12,2024-01-17,139,133,6,95.68,6,0,2024-01-17 00:00:00
333,13,2024-01-17,560,532,28,95.0,10,1,2024-01-17 00:00:00
334,14,2024-01-17,594,585,9,98.48,7,0,2024-01-17 00:00:00
335,15,2024-01-17,232,228,4,98.28,1,2,2024-01-17 00:00:00
336,16,2024-01-17,104,97,7,93.27,5,1,2024-01-17 00:00:00
337,17,2024-01-17,412,393,19,95.39,5,7,2024-01-17 00:00:00
338,18,2024-01-17,571,553,18,96.85,10,3,2024-01-17 00:00:00
339,19,2024-01-17,846,787,59,93.03,39,29,2024-01-17 00:00:00
340,20,2024-01-17,461,446,15,96.75,5,4,2024-01-17 00:00:00
341,1,2024-01-18,636,612,24,96.23,15,12,2024-01-18 00:00:00
342,2,2024-01-18,341,322,19,94.43,16,7,2024-01-18 00:00:00
343,3,2024-01-18,278,276,2,99.28,0,0,2024-01-18 00:00:00
344,4,2024-01-18,320,309,11,96.56,5,5,2024-01-18 00:00:00
345,5,2024-01-18,583,575,8,98.63,0,1,2024-01-18 00:00:00
346,6,2024-01-18,816,805,11,98.65,0,4,2024-01-18 00:00:00
347,7,2024-01-18,348,335,13,96.26,6,5,2024-01-18 00:00:00
348,8,2024-01-18,533,498,35,93.43,33,9,2024-01-18 00:00:00
349,9,2024-01-18,884,838,46,94.8,34,9,2024-01-18 00:00:00
350,10,2024-01-18,372,346,26,93.01,14,3,2024-01-18 00:00:00
351,11,2024-01-18,699,672,27,96.14,10,11,2024-01-18 00:00:00
352,12,2024-01-18,877,832,45,94.87,43,11,2024-01-18 00:00:00
353,13,2024-01-18,234,227,7,97.01,1,3,2024-01-18 00:00:00
354,14,2024-01-18,777,741,36,95.37,10,4,2024-01-18 00:00:00
355,15,2024-01-18,584,548,36,93.84,14,7,2024-01-18 00:00:00
356,16,2024-01-18,977,921,56,94.27,0,12,2024-01-18 00:00:00
357,17,2024-01-18,745,694,51,93.15,6,13,2024-01-18 00:00:00
358,18,2024-01-18,534,499,35,93.45,17,1,2024-01-18 00:00:00
359,19,2024-01-18,219,205,14,93.61,14,2,2024-01-18 00:00:00
360,20,2024-01-18,194,183,11,94.33,11,1,2024-01-18 00:00:00
361,1,2024-01-19,361,356,5,98.61,2,0,2024-01-19 00:00:00
362,2,2024-01-19,994,945,49,95.07,25,5,2024-01-19 00:00:00
363,3,2024-01-19,918,904,14,98.47,8,6,2024-01-19 00:00:00
364,4,2024-01-19,286,282,4,98.6,1,1,2024-01-19 00:00:00
365,5,2024-01-19,570,525,45,92.11,17,8,2024-01-19 00:00:00
