schedule_id,line_id,product_id,scheduled_date,shift,planned_quantity,actual_quantity,completion_rate,status,created_date
146,20,1,2024-01-26,Swing,175,174,99.4,Delayed,2024-01-26 00:00:00
147,16,14,2024-01-26,Swing,353,349,98.9,Completed,2024-01-26 00:00:00
148,12,5,2024-01-26,Day,73,62,84.9,In Progress,2024-01-26 00:00:00
149,2,16,2024-01-26,Day,407,404,99.3,Scheduled,2024-01-26 00:00:00
150,9,18,2024-01-26,Swing,108,101,93.5,Completed,2024-01-26 00:00:00
151,20,11,2024-01-27,Day,393,375,95.4,Completed,2024-01-27 00:00:00
152,17,12,2024-01-27,Day,160,150,93.8,Completed,2024-01-27 00:00:00
153,3,20,2024-01-27,Swing,449,434,96.7,In Progress,2024-01-27 00:00:00
154,12,14,2024-01-27,Night,235,211,89.8,Scheduled,2024-01-27 00:00:00
155,12,11,2024-01-27,Swing,122,118,96.7,Completed,2024-01-27 00:00:00
156,14,16,2024-01-27,Day,357,316,88.5,Completed,2024-01-27 00:00:00
157,4,23,2024-01-27,Night,274,257,93.8,Delayed,2024-01-27 00:00:00
158,5,28,2024-01-27,Swing,306,285,93.1,Completed,2024-01-27 00:00:00
159,5,24,2024-01-28,Swing,231,214,92.6,Scheduled,2024-01-28 00:00:00
160,8,1,2024-01-28,Swing,447,419,93.7,In Progress,2024-01-28 00:00:00
161,4,7,2024-01-28,Night,303,270,89.1,Delayed,2024-01-28 00:00:00
162,2,6,2024-01-28,Night,294,293,99.7,Completed,2024-01-28 00:00:00
163,10,22,2024-01-28,Swing,161,158,98.1,Completed,2024-01-28 00:00:00
164,13,29,2024-01-28,Swing,204,185,90.7,Completed,2024-01-28 00:00:00
165,7,1,2024-01-28,Swing,303,283,93.4,Completed,2024-01-28 00:00:00
166,4,22,2024-01-29,Swing,462,434,93.9,Completed,2024-01-29 00:00:00
167,12,6,2024-01-29,Swing,370,364,98.4,Delayed,2024-01-29 00:00:00
168,13,18,2024-01-29,Night,166,144,86.7,Scheduled,2024-01-29 00:00:00
169,1,27,2024-01-30,Swing,262,236,90.1,Scheduled,2024-01-30 00:00:00
170,19,13,2024-01-30,Night,210,194,92.4,Delayed,2024-01-30 00:00:00
171,7,13,2024-01-30,Night,297,307,103.4,Delayed,2024-01-30 00:00:00
172,1,1,2024-01-30,Swing,449,467,104.0,Delayed,2024-01-30 00:00:00
173,8,13,2024-01-31,Night,299,294,98.3,Completed,2024-01-31 00:00:00
174,12,19,2024-01-31,Day,403,410,101.7,Completed,2024-01-31 00:00:00
175,20,4,2024-01-31,Night,449,467,104.0,Completed,2024-01-31 00:00:00
176,13,11,2024-01-31,Night,297,307,103.4,Completed,2024-01-31 00:00:00
177,9,2,2024-02-01,Swing,82,70,85.4,Completed,2024-02-01 00:00:00
178,18,15,2024-02-01,Day,346,300,86.7,Completed,2024-02-01 00:00:00
179,16,4,2024-02-01,Night,312,274,87.8,Completed,2024-02-01 00:00:00
180,4,15,2024-02-01,Night,60,52,86.7,Delayed,2024-02-01 00:00:00
181,13,21,2024-02-01,Day,445,466,104.7,Scheduled,2024-02-01 00:00:00
182,20,24,2024-02-02,Night,396,372,93.9,Delayed,2024-02-02 00:00:00
183,19,16,2024-02-02,Swing,385,346,89.9,Delayed,2024-02-02 00:00:00
184,20,2,2024-02-02,Swing,364,342,94.0,Completed,2024-02-02 00:00:00
185,16,4,2024-02-02,Day,494,433,87.7,In Progress,2024-02-02 00:00:00
186,11,14,2024-02-02,Swing,329,335,101.8,Delayed,2024-02-02 00:00:00
187,18,22,2024-02-03,Day,98,94,95.9,Completed,2024-02-03 00:00:00
188,7,21,2024-02-03,Night,271,234,86.3,In Progress,2024-02-03 00:00:00
189,4,14,2024-02-03,Day,258,263,101.9,Completed,2024-02-03 00:00:00
190,12,27,2024-02-03,Swing,136,131,96.3,Scheduled,2024-02-03 00:00:00
191,14,4,2024-02-03,Swing,468,414,88.5,Delayed,2024-02-03 00:00:00
192,7,16,2024-02-03,Night,206,200,97.1,Delayed,2024-02-03 00:00:00
193,7,17,2024-02-03,Night,86,74,86.0,Delayed,2024-02-03 00:00:00
194,19,2,2024-02-03,Swing,381,368,96.6,Delayed,2024-02-03 00:00:00
195,7,21,2024-02-04,Day,407,349,85.7,Scheduled,2024-02-04 00:00:00
196,16,12,2024-02-04,Day,89,83,93.3,Completed,2024-02-04 00:00:00
197,7,14,2024-02-04,Day,108,100,92.6,Completed,2024-02-04 00:00:00
198,17,11,2024-02-04,Swing,89,84,94.4,Delayed,2024-02-04 00:00:00
199,10,23,2024-02-05,Night,436,444,101.8,Completed,2024-02-05 00:00:00
200,6,20,2024-02-05,Swing,174,164,94.3,In Progress,2024-02-05 00:00:00
201,11,17,2024-02-05,Day,240,228,95.0,In Progress,2024-02-05 00:00:00
202,8,22,2024-02-06,Night,265,273,103.0,Delayed,2024-02-06 00:00:00
203,4,5,2024-02-06,Swing,330,330,100.0,In Progress,2024-02-06 00:00:00
204,5,5,2024-02-06,Swing,425,379,89.2,In Progress,2024-02-06 00:00:00
205,9,3,2024-02-06,Night,104,97,93.3,Completed,2024-02-06 00:00:00
206,3,21,2024-02-06,Night,215,206,95.8,In Progress,2024-02-06 00:00:00
207,14,29,2024-02-06,Day,476,451,94.7,Completed,2024-02-06 00:00:00
208,6,23,2024-02-06,Day,469,464,98.9,Scheduled,2024-02-06 00:00:00
209,18,13,2024-02-06,Day,465,398,85.6,Delayed,2024-02-06 00:00:00
210,4,27,2024-02-07,Day,183,168,91.8,Delayed,2024-02-07 00:00:00
211,4,11,2024-02-07,Swing,178,162,91.0,Completed,2024-02-07 00:00:00
212,8,1,2024-02-07,Swing,447,384,85.9,Delayed,2024-02-07 00:00:00
213,11,25,2024-02-07,Night,254,242,95.3,Completed,2024-02-07 00:00:00
214,10,12,2024-02-07,Night,383,370,96.6,Delayed,2024-02-07 00:00:00
215,9,30,2024-02-07,Night,287,251,87.5,Completed,2024-02-07 00:00:00
216,20,20,2024-02-07,Day,337,352,104.5,Completed,2024-02-07 00:00:00
217,7,11,2024-02-08,Night,297,290,97.6,Completed,2024-02-08 00:00:00
218,3,3,2024-02-08,Day,264,245,92.8,Completed,2024-02-08 00:00:00
219,14,15,2024-02-08,Day,368,347,94.3,Scheduled,2024-02-08 00:00:00
220,16,22,2024-02-08,Day,404,354,87.6,In Progress,2024-02-08 00:00:00
221,6,10,2024-02-08,Day,55,54,98.2,Completed,2024-02-08 00:00:00
222,9,4,2024-02-08,Night,380,335,88.2,Delayed,2024-02-08 00:00:00
223,8,26,2024-02-09,Day,500,504,100.8,Scheduled,2024-02-09 00:00:00
224,6,24,2024-02-09,Day,394,406,103.0,Scheduled,2024-02-09 00:00:00
225,1,4,2024-02-09,Night,210,191,91.0,Completed,2024-02-09 00:00:00
226,10,9,2024-02-09,Day,382,385,100.8,In Progress,2024-02-09 00:00:00
227,9,5,2024-02-09,Night,439,458,104.3,Completed,2024-02-09 00:00:00
228,8,26,2024-02-09,Swing,130,128,98.5,Completed,2024-02-09 00:00:00
229,15,14,2024-02-09,Swing,407,394,96.8,Completed,2024-02-09 00:00:00
230,14,22,2024-02-10,Day,392,390,99.5,In Progress,2024-02-10 00:00:00
231,1,20,2024-02-10,Night,263,275,104.6,In Progress,2024-02-10 00:00:00
232,12,7,2024-02-10,Night,102,93,91.2,Delayed,2024-02-10 00:00:00
233,7,15,2024-02-11,Day,411,354,86.1,In Progress,2024-02-11 00:00:00
234,5,10,2024-02-11,Swing,209,212,101.4,Completed,2024-02-11 00:00:00
235,2,17,2024-02-11,Day,400,390,97.5,Scheduled,2024-02-11 00:00:00
236,3,1,2024-02-11,Night,490,423,86.3,Completed,2024-02-11 00:00:00
237,20,9,2024-02-11,Day,212,196,92.5,Delayed,2024-02-11 00:00:00
238,2,21,2024-02-11,Day,353,369,104.5,Completed,2024-02-11 00:00:00
239,13,14,2024-02-11,Night,295,273,92.5,Scheduled,2024-02-11 00:00:00
240,19,12,2024-02-12,Day,138,138,100.0,Completed,2024-02-12 00:00:00
241,19,9,2024-02-12,Day,325,301,92.6,Completed,2024-02-12 00:00:00
242,7,20,2024-02-12,Night,370,375,101.4,Completed,2024-02-12 00:00:00
243,8,26,2024-02-12,Swing,477,464,97.3,Completed,2024-02-12 00:00:00
244,5,10,2024-02-12,Day,193,189,97.9,Scheduled,2024-02-12 00:00:00
245,17,24,2024-02-12,Day,267,262,98.1,In Progress,2024-02-12 00:00:00
246,10,22,2024-02-12,Night,259,230,88.8,Delayed,2024-02-12 00:00:00
247,9,7,2024-02-13,Swing,167,173,103.6,In Progress,2024-02-13 00:00:00
248,17,13,2024-02-13,Swing,102,105,102.9,Delayed,2024-02-13 00:00:00
249,17,14,2024-02-13,Swing,180,179,99.4,In Progress,2024-02-13 00:00:00
250,18,6,2024-02-13,Swing,139,126,90.6,Delayed,2024-02-13 00:00:00
251,11,1,2024-02-13,Swing,118,113,95.8,In Progress,2024-02-13 00:00:00
252,1,19,2024-02-13,Swing,154,141,91.6,Completed,2024-02-13 00:00:00
253,17,26,2024-02-13,Night,438,446,101.8,In Progress,2024-02-13 00:00:00
254,16,27,2024-02-14,Night,189,193,102.1,Completed,2024-02-14 00:00:00
255,20,28,2024-02-14,Swing,177,170,96.0,In Progress,2024-02-14 00:00:00
256,20,4,2024-02-14,Swing,217,193,88.9,Scheduled,2024-02-14 00:00:00
257,15,4,2024-02-14,Night,218,187,85.8,Delayed,2024-02-14 00:00:00
258,19,26,2024-02-14,Night,153,130,85.0,In Progress,2024-02-14 00:00:00
259,17,15,2024-02-14,Day,190,166,87.4,In Progress,2024-02-14 00:00:00
260,20,21,2024-02-14,Swing,195,194,99.5,Scheduled,2024-02-14 00:00:00
261,19,18,2024-02-15,Night,272,254,93.4,Delayed,2024-02-15 00:00:00
262,14,23,2024-02-15,Day,182,171,94.0,Scheduled,2024-02-15 00:00:00
263,1,28,2024-02-15,Swing,408,416,102.0,Delayed,2024-02-15 00:00:00
264,9,20,2024-02-15,Swing,76,65,85.5,Completed,2024-02-15 00:00:00
265,7,26,2024-02-15,Night,91,77,84.6,In Progress,2024-02-15 00:00:00
266,15,4,2024-02-15,Swing,457,475,103.9,Scheduled,2024-02-15 00:00:00
267,14,14,2024-02-15,Night,295,299,101.4,In Progress,2024-02-15 00:00:00
268,18,24,2024-02-16,Night,384,352,91.7,Scheduled,2024-02-16 00:00:00
269,13,16,2024-02-16,Night,60,59,98.3,In Progress,2024-02-16 00:00:00
270,6,7,2024-02-16,Swing,183,176,96.2,Completed,2024-02-16 00:00:00
271,14,19,2024-02-17,Night,362,371,102.5,In Progress,2024-02-17 00:00:00
272,9,11,2024-02-17,Day,59,60,101.7,In Progress,2024-02-17 00:00:00
273,19,26,2024-02-17,Day,450,419,93.1,Scheduled,2024-02-17 00:00:00
274,5,27,2024-02-17,Night,225,205,91.1,In Progress,2024-02-17 00:00:00
275,14,3,2024-02-17,Swing,141,142,100.7,Delayed,2024-02-17 00:00:00
276,15,4,2024-02-18,Swing,135,139,103.0,Completed,2024-02-18 00:00:00
277,2,28,2024-02-18,Night,482,422,87.6,Completed,2024-02-18 00:00:00
278,16,14,2024-02-18,Night,325,297,91.4,Completed,2024-02-18 00:00:00
279,10,17,2024-02-18,Day,436,403,92.4,Scheduled,2024-02-18 00:00:00
280,17,21,2024-02-18,Swing,439,439,100.0,Delayed,2024-02-18 00:00:00
281,14,28,2024-02-18,Night,175,175,100.0,Completed,2024-02-18 00:00:00
282,11,17,2024-02-18,Swing,393,364,92.6,Completed,2024-02-18 00:00:00
283,1,25,2024-02-19,Day,418,425,101.7,Completed,2024-02-19 00:00:00
284,13,20,2024-02-19,Swing,274,263,96.0,Completed,2024-02-19 00:00:00
285,7,1,2024-02-19,Swing,462,449,97.2,Delayed,2024-02-19 00:00:00
286,16,15,2024-02-20,Swing,125,128,102.4,Delayed,2024-02-20 00:00:00
287,2,29,2024-02-20,Day,242,242,100.0,Scheduled,2024-02-20 00:00:00
288,2,7,2024-02-20,Night,217,202,93.1,Scheduled,2024-02-20 00:00:00
289,10,7,2024-02-20,Night,160,144,90.0,Delayed,2024-02-20 00:00:00
290,20,13,2024-02-20,Night,182,169,92.9,Completed,2024-02-20 00:00:00
291,5,7,2024-02-21,Day,103,98,95.1,In Progress,2024-02-21 00:00:00
292,3,16,2024-02-21,Night,275,271,98.5,Completed,2024-02-21 00:00:00
293,4,29,2024-02-21,Swing,279,286,102.5,In Progress,2024-02-21 00:00:00
294,15,15,2024-02-21,Swing,193,197,102.1,Completed,2024-02-21 00:00:00
295,13,8,2024-02-22,Swing,261,268,102.7,Scheduled,2024-02-22 00:00:00
296,2,17,2024-02-22,Night,325,296,91.1,Delayed,2024-02-22 00:00:00
297,16,9,2024-02-22,Swing,359,340,94.7,In Progress,2024-02-22 00:00:00
298,10,21,2024-02-22,Day,363,328,90.4,In Progress,2024-02-22 00:00:00
299,11,5,2024-02-22,Night,479,455,95.0,In Progress,2024-02-22 00:00:00
300,15,26,2024-02-22,Swing,484,429,88.6,Completed,2024-02-22 00:00:00
301,16,13,2024-02-22,Swing,435,437,100.5,Scheduled,2024-02-22 00:00:00
302,1,9,2024-02-22,Day,335,316,94.3,Completed,2024-02-22 00:00:00
303,3,10,2024-02-23,Night,265,250,94.3,Scheduled,2024-02-23 00:00:00
304,3,3,2024-02-23,Swing,229,203,88.6,Scheduled,2024-02-23 00:00:00
305,7,2,2024-02-23,Night,442,394,89.1,Delayed,2024-02-23 00:00:00
306,2,19,2024-02-23,Swing,79,79,100.0,Completed,2024-02-23 00:00:00
307,13,12,2024-02-23,Night,457,425,93.0,Delayed,2024-02-23 00:00:00
308,10,24,2024-02-23,Swing,126,113,89.7,In Progress,2024-02-23 00:00:00
309,11,21,2024-02-24,Night,318,332,104.4,Scheduled,2024-02-24 00:00:00
310,6,30,2024-02-24,Day,237,213,89.9,Completed,2024-02-24 00:00:00
311,2,21,2024-02-24,Night,260,243,93.5,Completed,2024-02-24 00:00:00
312,9,15,2024-02-24,Day,491,511,104.1,Delayed,2024-02-24 00:00:00
313,8,27,2024-02-25,Swing,90,77,85.6,Delayed,2024-02-25 00:00:00
314,14,3,2024-02-25,Day,435,427,98.2,Delayed,2024-02-25 00:00:00
315,17,19,2024-02-25,Night,402,403,100.2,Scheduled,2024-02-25 00:00:00
316,3,3,2024-02-25,Night,476,434,91.2,Completed,2024-02-25 00:00:00
317,17,7,2024-02-25,Night,399,409,102.5,Scheduled,2024-02-25 00:00:00
318,13,14,2024-02-25,Day,453,469,103.5,In Progress,2024-02-25 00:00:00
319,15,14,2024-02-25,Day,423,385,91.0,Delayed,2024-02-25 00:00:00
320,14,17,2024-02-25,Swing,379,380,100.3,Completed,2024-02-25 00:00:00
321,19,14,2024-02-26,Swing,418,393,94.0,Scheduled,2024-02-26 00:00:00
322,20,1,2024-02-26,Night,330,338,102.4,In Progress,2024-02-26 00:00:00
323,13,11,2024-02-26,Night,414,362,87.4,Delayed,2024-02-26 00:00:00
324,20,3,2024-02-26,Swing,241,205,85.1,Completed,2024-02-26 00:00:00
325,8,1,2024-02-26,Night,409,366,89.5,Completed,2024-02-26 00:00:00
326,14,30,2024-02-27,Swing,410,363,88.5,Completed,2024-02-27 00:00:00
327,16,22,2024-02-27,Day,211,191,90.5,Delayed,2024-02-27 00:00:00
328,5,3,2024-02-27,Swing,323,301,93.2,Completed,2024-02-27 00:00:00
329,3,18,2024-02-27,Swing,231,199,86.1,Scheduled,2024-02-27 00:00:00
