File,LineNumber,Match,LineText
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\ddl\schema-extract\output\LIVE\dbo.RECV_LINE_BINARY.sql,3,"INVOICE_ID","    [INVOICE_ID] NVARCHAR(15) DEFAULT  NOT NULL,"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\ddl\schema-extract\output\LIVE\dbo.RECV_LINE_BINARY.sql,10,"INVOICE_ID","ALTER TABLE [dbo].[RECV_LINE_BINARY] ADD CONSTRAINT [PK_RECV_LINE_BINARY] PRIMARY KEY ([INVOICE_ID], [RECV_LINE_NO], [TYPE]);"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\ddl\schema-extract\output\LIVE\dbo.RECV_LINE_BINARY.sql,12,"INVOICE_ID","ALTER TABLE [dbo].[RECV_LINE_BINARY] ADD CONSTRAINT [FKEY0236] FOREIGN KEY ([INVOICE_ID], [RECV_LINE_NO]) REFERENCES [dbo].[RECEIVABLE_LINE]([INVOICE_ID], [LINE_NO]);"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\ddl\schema-extract\output\LIVE\dbo.RECV_MEMO_APPLY.sql,3,"INVOICE_ID","    [MEMO_INVOICE_ID] NVARCHAR(15) DEFAULT  NOT NULL,"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\ddl\schema-extract\output\LIVE\dbo.RECV_MEMO_APPLY.sql,4,"INVOICE_ID","    [INV_INVOICE_ID] NVARCHAR(15) DEFAULT  NOT NULL,"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\ddl\schema-extract\output\LIVE\dbo.RECV_MEMO_APPLY.sql,10,"INVOICE_ID","ALTER TABLE [dbo].[RECV_MEMO_APPLY] ADD CONSTRAINT [FKEY0234] FOREIGN KEY ([INV_INVOICE_ID]) REFERENCES [dbo].[RECEIVABLE]([INVOICE_ID]);"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\ddl\schema-extract\output\LIVE\dbo.RECV_MEMO_APPLY.sql,12,"INVOICE_ID","ALTER TABLE [dbo].[RECV_MEMO_APPLY] ADD CONSTRAINT [FKEY0235] FOREIGN KEY ([MEMO_INVOICE_ID]) REFERENCES [dbo].[RECEIVABLE]([INVOICE_ID]);"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\ddl\schema-extract\output\LIVE\dbo.REVENUE_DETAIL.sql,8,"INVOICE_ID","    [INVOICE_ID] NVARCHAR(15) DEFAULT  NULL,"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\ddl\schema-extract\output\LIVE\dbo.REVENUE_DETAIL.sql,36,"INVOICE_ID","ALTER TABLE [dbo].[REVENUE_DETAIL] ADD CONSTRAINT [FK_REVENUE_DETAIL_03] FOREIGN KEY ([INVOICE_ID]) REFERENCES [dbo].[RECEIVABLE]([INVOICE_ID]);"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\ddl\schema-extract\output\LIVE\dbo.SHIPPER_INVOICE.sql,5,"INVOICE_ID","    [INVOICE_ID] NVARCHAR(15) DEFAULT  NULL,"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\ddl\schema-extract\output\LIVE\dbo.SHIPPER.sql,6,"INVOICE_ID","    [INVOICE_ID] NVARCHAR(15) DEFAULT  NULL,"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\ddl\schema-extract\output\LIVE\dbo.tmpPOLines.sql,31,"invoice_id","    [invoice_id] NVARCHAR(15) DEFAULT  NULL,"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\ddl\schema-extract\output\LIVE\dbo.UNP_MNT_CALLS.sql,52,"INVOICE_ID","    [INVOICE_ID] NVARCHAR(15) DEFAULT  NULL,"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\ddl\schema-extract\output\LIVE\dbo.VMDI_CSH_LINE.sql,9,"INVOICE_ID","    [INVOICE_ID] NVARCHAR(15) DEFAULT  NULL,"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\ddl\schema-extract\output\LIVE\dbo.VR_PAYABLE_HDR.sql,18,"INVOICE_ID","    [INVOICE_ID] NVARCHAR(20) DEFAULT  NOT NULL,"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\ddl\schema-extract\output\LIVE\dbo.VR_RECEIVABLE_HDR.sql,3,"INVOICE_ID","    [INVOICE_ID] NVARCHAR(15) DEFAULT  NULL,"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\ddl\templates_backup\RECEIVABLE_LINE.sql,3,"INVOICE_ID","    [INVOICE_ID] NVARCHAR(15) DEFAULT  NOT NULL,"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\ddl\templates_backup\RECEIVABLE_LINE.sql,26,"INVOICE_ID","    [PREPAY_INVOICE_ID] NVARCHAR(15) DEFAULT  NULL,"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\ddl\templates_backup\RECEIVABLE_LINE.sql,32,"INVOICE_ID","ALTER TABLE [dbo].[RECEIVABLE_LINE] ADD CONSTRAINT [PK_RECEIVABLE_LINE] PRIMARY KEY ([INVOICE_ID], [LINE_NO]);"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\ddl\templates_backup\RECEIVABLE_LINE.sql,34,"INVOICE_ID","ALTER TABLE [dbo].[RECEIVABLE_LINE] ADD CONSTRAINT [FKEY0231] FOREIGN KEY ([INVOICE_ID]) REFERENCES [dbo].[RECEIVABLE]([INVOICE_ID]);"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\ddl\templates_backup\RECEIVABLE.sql,3,"INVOICE_ID","    [INVOICE_ID] NVARCHAR(15) DEFAULT  NOT NULL,"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\ddl\templates_backup\RECEIVABLE.sql,25,"INVOICE_ID","    [PREPAY_INVOICE_ID] NVARCHAR(15) DEFAULT  NULL,"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\ddl\templates_backup\RECEIVABLE.sql,38,"INVOICE_ID","    [RCR_INVOICE_ID] NVARCHAR(15) DEFAULT  NULL,"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\ddl\templates_backup\RECEIVABLE.sql,45,"INVOICE_ID","    [LAST_PREPAY_INVOICE_ID] NVARCHAR(15) DEFAULT  NULL,"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\ddl\templates_backup\RECEIVABLE.sql,57,"INVOICE_ID","ALTER TABLE [dbo].[RECEIVABLE] ADD CONSTRAINT [PK_RECEIVABLE] PRIMARY KEY ([INVOICE_ID]);"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\ddl\templates_backup\SHIPPER.sql,6,"INVOICE_ID","    [INVOICE_ID] NVARCHAR(15) DEFAULT  NULL,"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\Payables\Payables_Data_Model1.sql,9,"INVOICE_NO","- `INVOICE_NO` appears in some reports and older queries — authoritative schema uses `INVOICE_ID`. Review each occurrence before bulk replacing."
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\Payables\Payables_Data_Model1.sql,10,"INVOICE_ID","- Some custom reports map `P.VOUCHER_ID = P.INVOICE_ID` for specific integrations (TMX); treat these as exceptions."
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\Payables\Payables_Data_Model1.sql,13,"Invoice_id","would you extract help file informaion on Invoice_id in payable perspective, from schema payable.Invoice_id and receiver_line.Invoice_id. "
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\Payables\Payables_Data_Model1.sql,42,"INVOICE_ID","        -- RL.INVOICE_ID AS RCVR_INVOICE,"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\Payables\Payables_Data_Model1.sql,44,"INVOICE_ID","        P.INVOICE_ID AS PAYABLE_INVOICE,"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\Payables\Payables_Data_Model1.sql,88,"INVOICE_ID","-- and RL.INVOICE_ID IS NOT NULL"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\Payables\Payables_Data_Model3-6.sql,18,"INVOICE_ID","SELECT P.VOUCHER_ID, P.INVOICE_ID, PL.LINE_NO, PL.AMOUNT"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\Payables\Payables_Data_Model3-6.sql,27,"INVOICE_ID","SELECT P.VOUCHER_ID, P.INVOICE_ID, CDL.AMOUNT AS AppliedAmt, CD.CHECK_DATE"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\Payables\Payables_Data_Model3-6.sql,44,"INVOICE_ID","SELECT P.VOUCHER_ID, P.INVOICE_ID, V.ID, V.NAME"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\Payables\payables_invoice_voucher_flow.md,1,"INVOICE_ID","# Payables — Invoice (INVOICE_ID) → Voucher Flow"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\Payables\payables_invoice_voucher_flow.md,3,"INVOICE_ID","This document explains how supplier invoice identifiers (`INVOICE_ID`) appear in the Payables data model and how they relate to receiver/receiving data. It extracts the authoritative schema details for `PAYABLE.INVOICE_ID` and `RECEIVER_LINE.INVOICE_ID`, shows typical join patterns, and gives safe recommendations for matching receiver records to payables/vouchers."
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\Payables\payables_invoice_voucher_flow.md,10,"INVOICE_ID","[INVOICE_ID] NVARCHAR(20) DEFAULT  NOT NULL,"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\Payables\payables_invoice_voucher_flow.md,16,"INVOICE_ID","[INVOICE_ID] NVARCHAR(15) DEFAULT  NULL,"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\Payables\payables_invoice_voucher_flow.md,21,"INVOICE_ID","- `PAYABLE.INVOICE_ID` is defined as `NVARCHAR(20)` and declared NOT NULL in the Live schema — the payable header always stores an invoice identifier when created."
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\Payables\payables_invoice_voucher_flow.md,22,"INVOICE_ID","- `RECEIVER_LINE.INVOICE_ID` is `NVARCHAR(15)` and nullable — receiver rows may optionally carry an invoice number recorded at receiving time (depends on business process)."
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\Payables\payables_invoice_voucher_flow.md,27,"INVOICE_ID","  - Receiver entry: `RECEIVER_LINE.INVOICE_ID` may be filled during receiving (if the supplier invoice number is known and the business captures it at receipt)."
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\Payables\payables_invoice_voucher_flow.md,28,"INVOICE_ID","  - Invoice entry: AP Invoice creation inserts a `PAYABLE` header and `PAYABLE_LINE` rows. The AP entry stores the supplier invoice number in `PAYABLE.INVOICE_ID` and generates `PAYABLE.VOUCHER_ID` as the system identifier."
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\Payables\payables_invoice_voucher_flow.md,39,"INVOICE_ID","  RL.INVOICE_ID AS RCVR_INVOICE,"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\Payables\payables_invoice_voucher_flow.md,41,"INVOICE_ID","  P.INVOICE_ID AS PAYABLE_INVOICE,"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\Payables\payables_invoice_voucher_flow.md,50,"INVOICE_ID","WHERE RL.INVOICE_ID IS NOT NULL"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\Payables\payables_invoice_voucher_flow.md,56,"INVOICE_ID","Note: in our payable perspective `RECEIVER_LINE.INVOICE_ID` is often kept NULL, so the invoice-number-only match is not implemented by default. Also, `PAYABLE.INVOICE_ID` maps to the `Doc` field in the AP Automation (AP_App) ingestion schema — treat AP_App columns as a separate source when reconciling across systems."
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\Payables\payables_invoice_voucher_flow.md,60,"INVOICE_ID","SELECT RL.RECEIVER_ID, RL.LINE_NO, RL.INVOICE_ID AS RCVR_INV,"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\Payables\payables_invoice_voucher_flow.md,61,"INVOICE_ID","       P.VOUCHER_ID, P.INVOICE_ID AS PAY_INV, P.VENDOR_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\Payables\payables_invoice_voucher_flow.md,64,"INVOICE_ID","  ON P.INVOICE_ID = CAST(RL.INVOICE_ID AS NVARCHAR(20))"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\Payables\payables_invoice_voucher_flow.md,66,"INVOICE_ID","WHERE RL.INVOICE_ID IS NOT NULL;"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\Payables\payables_invoice_voucher_flow.md,69,"INVOICE_ID","Use this only when receiver → payable line linking is not available; invoice numbers are not guaranteed unique across vendors or time windows. Because `RECEIVER_LINE.INVOICE_ID` is frequently null in practice, prefer the `PAYABLE_LINE`-based joins above."
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\Payables\payables_invoice_voucher_flow.md,73,"INVOICE_ID","- Length and data type differences: `RECEIVER_LINE.INVOICE_ID` (15 chars) vs `PAYABLE.INVOICE_ID` (20 chars). When matching by number, normalize/cast types and trim whitespace."
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\Payables\payables_invoice_voucher_flow.md,74,"INVOICE_ID","- Nullability: `RECEIVER_LINE.INVOICE_ID` may be empty; do not assume every receiver row carries an invoice number."
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\Payables\unmatched_receivers_report.sql,14,"INVOICE_ID","  RL.INVOICE_ID AS RECEIVER_INVOICE_ID,"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\Receivables\RECEIVABLE_LINE.sql,3,"INVOICE_ID","    [INVOICE_ID] NVARCHAR(15) DEFAULT  NOT NULL,"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\Receivables\RECEIVABLE_LINE.sql,26,"INVOICE_ID","    [PREPAY_INVOICE_ID] NVARCHAR(15) DEFAULT  NULL,"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\Receivables\RECEIVABLE_LINE.sql,32,"INVOICE_ID","ALTER TABLE [dbo].[RECEIVABLE_LINE] ADD CONSTRAINT [PK_RECEIVABLE_LINE] PRIMARY KEY ([INVOICE_ID], [LINE_NO]);"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\Receivables\RECEIVABLE_LINE.sql,34,"INVOICE_ID","ALTER TABLE [dbo].[RECEIVABLE_LINE] ADD CONSTRAINT [FKEY0231] FOREIGN KEY ([INVOICE_ID]) REFERENCES [dbo].[RECEIVABLE]([INVOICE_ID]);"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Documentation\Data Models\Receivables\RECEIVABLE.sql,3,"INVOICE_ID","    [INVOICE_ID] NVARCHAR(15) DEFAULT  NOT NULL,"
